,normalizedName,shortName,width,height,Items,ItemMasks,GridItems
1372,armasight-nvg-head-strap,NVG strap,2,2,Images/Items/item_1372.png,Images/ItemMasks/itemmask_1372.png,Images/GridItems/griditem_1372.png
1373,pp-19-01-vityaz-9x19-pufgun-sg-919-30-30-round-magazine,SG-919,1,2,Images/Items/item_1373.png,Images/ItemMasks/itemmask_1373.png,Images/GridItems/griditem_1373.png
1374,pp-19-01-vityaz-9x19-pufgun-sg-919-20-20-round-magazine,SG-919,1,2,Images/Items/item_1374.png,Images/ItemMasks/itemmask_1374.png,Images/GridItems/griditem_1374.png
1375,bundle-of-wires,Wires,1,1,Images/Items/item_1375.png,Images/ItemMasks/itemmask_1375.png,Images/GridItems/griditem_1375.png
1376,capacitors,Caps,1,1,Images/Items/item_1376.png,Images/ItemMasks/itemmask_1376.png,Images/GridItems/griditem_1376.png
1377,tt-hogue-like-rubber-grip,Hogue-like,1,1,Images/Items/item_1377.png,Images/ItemMasks/itemmask_1377.png,Images/GridItems/griditem_1377.png
1378,pnv-10t-dovetail-adapter,10T adpt,1,1,Images/Items/item_1378.png,Images/ItemMasks/itemmask_1378.png,Images/GridItems/griditem_1378.png
1379,pnv-10t-night-vision-goggles,PNV-10T,2,1,Images/Items/item_1379.png,Images/ItemMasks/itemmask_1379.png,Images/GridItems/griditem_1379.png
1380,ssh-68-steel-helmet,SSh-68,2,2,Images/Items/item_1380.png,Images/ItemMasks/itemmask_1380.png,Images/GridItems/griditem_1380.png
1381,tt-razor-arms-rubber-grip,TT RazorA,1,1,Images/Items/item_1381.png,Images/ItemMasks/itemmask_1381.png,Images/GridItems/griditem_1381.png
1382,tt-dlp-tactical-precision-lam-module,TT Precision,1,1,Images/Items/item_1382.png,Images/ItemMasks/itemmask_1382.png,Images/GridItems/griditem_1382.png
1383,ar-15-noveske-gen3-556x45-upper-receiver,Gen.3,2,1,Images/Items/item_1383.png,Images/ItemMasks/itemmask_1383.png,Images/GridItems/griditem_1383.png
1384,p226-meprolight-tru-dot-night-front-sight,P226 TD FS,1,1,Images/Items/item_1384.png,Images/ItemMasks/itemmask_1384.png,Images/GridItems/griditem_1384.png
1385,p226-meprolight-tru-dot-night-rear-sight,P226 TD RS,1,1,Images/Items/item_1385.png,Images/ItemMasks/itemmask_1385.png,Images/GridItems/griditem_1385.png
1386,hk-mp5-noveske-style-9x19-muzzle-brake-compensator,MP5 Noveske,1,1,Images/Items/item_1386.png,Images/ItemMasks/itemmask_1386.png,Images/GridItems/griditem_1386.png
1387,adar-2-15-556x45-carbine,ADAR 2-15,1,1,Images/Items/item_1387.png,Images/ItemMasks/itemmask_1387.png,Images/GridItems/griditem_1387.png
1388,hk-mp5-end-cap-stock,EndCap,1,1,Images/Items/item_1388.png,Images/ItemMasks/itemmask_1388.png,Images/GridItems/griditem_1388.png
1389,eotech-hhs-1-hybrid-sight,HHS-1,2,1,Images/Items/item_1389.png,Images/ItemMasks/itemmask_1389.png,Images/GridItems/griditem_1389.png
1390,freeman-crowbar,Crowbar,1,3,Images/Items/item_1390.png,Images/ItemMasks/itemmask_1390.png,Images/GridItems/griditem_1390.png
1391,shpm-firefighter-helmet,ShPM,2,2,Images/Items/item_1391.png,Images/ItemMasks/itemmask_1391.png,Images/GridItems/griditem_1391.png
1392,maska-1sch-face-shield-olive-drab,1SCh FS,2,1,Images/Items/item_1392.png,Images/ItemMasks/itemmask_1392.png,Images/GridItems/griditem_1392.png
1393,maska-1sch-bulletproof-helmet-olive-drab,Maska-1SCh,2,2,Images/Items/item_1393.png,Images/ItemMasks/itemmask_1393.png,Images/GridItems/griditem_1393.png
1394,secure-container-kappa,Kappa,3,3,Images/Items/item_1394.png,Images/ItemMasks/itemmask_1394.png,Images/GridItems/griditem_1394.png
1395,mr-holodilnick-thermal-bag,Holodilnick,3,3,Images/Items/item_1395.png,Images/ItemMasks/itemmask_1395.png,Images/GridItems/griditem_1395.png
1396,dogtag-case,Dogtags,1,1,Images/Items/item_1396.png,Images/ItemMasks/itemmask_1396.png,Images/GridItems/griditem_1396.png
1397,eotech-hhs-1-hybrid-sight-tan,HHS-1 Tan,2,1,Images/Items/item_1397.png,Images/ItemMasks/itemmask_1397.png,Images/GridItems/griditem_1397.png
1398,t-h-i-c-c-item-case,T H I C C,5,3,Images/Items/item_1398.png,Images/ItemMasks/itemmask_1398.png,Images/GridItems/griditem_1398.png
1399,kalashnikov-ak-74-545x39-assault-rifle-default,AK-74 Default,5,2,Images/Items/item_1399.png,Images/ItemMasks/itemmask_1399.png,Images/GridItems/griditem_1399.png
1400,kalashnikov-aks-74-545x39-assault-rifle-default,AKS-74 Default,5,2,Images/Items/item_1400.png,Images/ItemMasks/itemmask_1400.png,Images/GridItems/griditem_1400.png
1401,remington-model-700-762x51-bolt-action-sniper-rifle-default,M700 Default,5,1,Images/Items/item_1401.png,Images/ItemMasks/itemmask_1401.png,Images/GridItems/griditem_1401.png
1402,remington-model-700-762x51-bolt-action-sniper-rifle-aac-sd,M700 AAC SD,6,1,Images/Items/item_1402.png,Images/ItemMasks/itemmask_1402.png,Images/GridItems/griditem_1402.png
1403,mosin-762x54r-bolt-action-rifle-infantry-carbine,Mosin (Infantry) Carbine,5,1,Images/Items/item_1403.png,Images/ItemMasks/itemmask_1403.png,Images/GridItems/griditem_1403.png
1404,mosin-762x54r-bolt-action-rifle-infantry-default,Mosin (Infantry) Default,6,1,Images/Items/item_1404.png,Images/ItemMasks/itemmask_1404.png,Images/GridItems/griditem_1404.png
1405,mosin-762x54r-bolt-action-rifle-sniper-carbine,Mosin (Sniper) Carbine,5,1,Images/Items/item_1405.png,Images/ItemMasks/itemmask_1405.png,Images/GridItems/griditem_1405.png
1406,mosin-762x54r-bolt-action-rifle-infantry-obrez,Mosin (Infantry) Obrez,3,1,Images/Items/item_1406.png,Images/ItemMasks/itemmask_1406.png,Images/GridItems/griditem_1406.png
1407,mosin-762x54r-bolt-action-rifle-sniper-obrez,Mosin (Sniper) Obrez,3,1,Images/Items/item_1407.png,Images/ItemMasks/itemmask_1407.png,Images/GridItems/griditem_1407.png
1408,mosin-762x54r-bolt-action-rifle-sniper-obrez-m,Mosin (Sniper) Obrez M,3,1,Images/Items/item_1408.png,Images/ItemMasks/itemmask_1408.png,Images/GridItems/griditem_1408.png
1409,hk-416a5-556x45-assault-rifle-default,HK 416A5 Default,5,2,Images/Items/item_1409.png,Images/ItemMasks/itemmask_1409.png,Images/GridItems/griditem_1409.png
1410,rpk-16-545x39-light-machine-gun-default,RPK-16 Default,5,2,Images/Items/item_1410.png,Images/ItemMasks/itemmask_1410.png,Images/GridItems/griditem_1410.png
1411,psh-97-djeta-riot-helmet,PSh-97,2,2,Images/Items/item_1411.png,Images/ItemMasks/itemmask_1411.png,Images/GridItems/griditem_1411.png
1412,pyramex-proximity-safety-glasses,Proximity,2,1,Images/Items/item_1412.png,Images/ItemMasks/itemmask_1412.png,Images/GridItems/griditem_1412.png
1413,9x19mm-rip,RIP,1,1,Images/Items/item_1413.png,Images/ItemMasks/itemmask_1413.png,Images/GridItems/griditem_1413.png
1414,1270-rip,RIP,1,1,Images/Items/item_1414.png,Images/ItemMasks/itemmask_1414.png,Images/GridItems/griditem_1414.png
1415,556x45mm-warmageddon,Warmage,1,1,Images/Items/item_1415.png,Images/ItemMasks/itemmask_1415.png,Images/GridItems/griditem_1415.png
1416,545x39mm-ppbs-gs-igolnik,PPBS,1,1,Images/Items/item_1416.png,Images/ItemMasks/itemmask_1416.png,Images/GridItems/griditem_1416.png
1417,9x39mm-spp-gs,SPP,1,1,Images/Items/item_1417.png,Images/ItemMasks/itemmask_1417.png,Images/GridItems/griditem_1417.png
1418,9x39mm-bp-gs,BP,1,1,Images/Items/item_1418.png,Images/ItemMasks/itemmask_1418.png,Images/GridItems/griditem_1418.png
1419,adar-2-15-556x45-upper-receiver,ADAR,2,1,Images/Items/item_1419.png,Images/ItemMasks/itemmask_1419.png,Images/GridItems/griditem_1419.png
1420,ar-15-adar-2-15-wooden-handguard,ADAR wood,2,1,Images/Items/item_1420.png,Images/ItemMasks/itemmask_1420.png,Images/GridItems/griditem_1420.png
1421,ar-15-556x45-molot-arms-406mm-barrel,AR-15 406mm,3,1,Images/Items/item_1421.png,Images/ItemMasks/itemmask_1421.png,Images/GridItems/griditem_1421.png
1422,ar-15-adar-2-15-wooden-stock,ADAR wood,2,1,Images/Items/item_1422.png,Images/ItemMasks/itemmask_1422.png,Images/GridItems/griditem_1422.png
1423,6b5-16-zh-86-uley-armored-rig,6B5-16,3,4,Images/Items/item_1423.png,Images/ItemMasks/itemmask_1423.png,Images/GridItems/griditem_1423.png
1424,6b5-15-zh-86-uley-armored-rig,6B5-15,3,4,Images/Items/item_1424.png,Images/ItemMasks/itemmask_1424.png,Images/GridItems/griditem_1424.png
1425,6b13-assault-armor-flora,6B13 FL,3,4,Images/Items/item_1425.png,Images/ItemMasks/itemmask_1425.png,Images/GridItems/griditem_1425.png
1426,propital-regenerative-stimulant-injector,Propital,1,1,Images/Items/item_1426.png,Images/ItemMasks/itemmask_1426.png,Images/GridItems/griditem_1426.png
1427,sj1-tglabs-combat-stimulant-injector,SJ1,1,1,Images/Items/item_1427.png,Images/ItemMasks/itemmask_1427.png,Images/GridItems/griditem_1427.png
1428,sj6-tglabs-combat-stimulant-injector,SJ6,1,1,Images/Items/item_1428.png,Images/ItemMasks/itemmask_1428.png,Images/GridItems/griditem_1428.png
1429,zagustin-hemostatic-drug-injector,Zagustin,1,1,Images/Items/item_1429.png,Images/ItemMasks/itemmask_1429.png,Images/GridItems/griditem_1429.png
1430,etg-change-regenerative-stimulant-injector,eTG-c,1,1,Images/Items/item_1430.png,Images/ItemMasks/itemmask_1430.png,Images/GridItems/griditem_1430.png
1431,6b13-assault-armor-digital-flora,6B13 DFL,3,4,Images/Items/item_1431.png,Images/ItemMasks/itemmask_1431.png,Images/GridItems/griditem_1431.png
1432,6b13-m-modified-assault-armor-tan,6B13 M,3,4,Images/Items/item_1432.png,Images/ItemMasks/itemmask_1432.png,Images/GridItems/griditem_1432.png
1433,6b23-2-body-armor-mountain-flora,6B23-2 MF,3,4,Images/Items/item_1433.png,Images/ItemMasks/itemmask_1433.png,Images/GridItems/griditem_1433.png
1434,6b23-1-body-armor-digital-flora,6B23-1,3,4,Images/Items/item_1434.png,Images/ItemMasks/itemmask_1434.png,Images/GridItems/griditem_1434.png
1435,bnti-zhuk-3-body-armor-press,Zhuk-3,3,3,Images/Items/item_1435.png,Images/ItemMasks/itemmask_1435.png,Images/GridItems/griditem_1435.png
1436,bnti-zhuk-6a-body-armor,Zhuk-6a,3,3,Images/Items/item_1436.png,Images/ItemMasks/itemmask_1436.png,Images/GridItems/griditem_1436.png
1437,highcom-trooper-tfo-body-armor-multicam,Trooper,3,3,Images/Items/item_1437.png,Images/ItemMasks/itemmask_1437.png,Images/GridItems/griditem_1437.png
1438,ops-core-slaap-armor-helmet-plate-tan,SLAAP,2,1,Images/Items/item_1438.png,Images/ItemMasks/itemmask_1438.png,Images/GridItems/griditem_1438.png
1439,belt-a-belt-b-gear-rig,Belt combo,4,4,Images/Items/item_1439.png,Images/ItemMasks/itemmask_1439.png,Images/GridItems/griditem_1439.png
1440,ana-tactical-m1-armored-rig,ANA M1,4,4,Images/Items/item_1440.png,Images/ItemMasks/itemmask_1440.png,Images/GridItems/griditem_1440.png
1441,wartech-tv-110-plate-carrier-rig,TV-110,4,3,Images/Items/item_1441.png,Images/ItemMasks/itemmask_1441.png,Images/GridItems/griditem_1441.png
1442,mystery-ranch-blackjack-50-backpack-multicam,Blackjack 50,5,7,Images/Items/item_1442.png,Images/ItemMasks/itemmask_1442.png,Images/GridItems/griditem_1442.png
1443,3v-gear-paratus-3-day-operators-tactical-backpack,Paratus,5,7,Images/Items/item_1443.png,Images/ItemMasks/itemmask_1443.png,Images/GridItems/griditem_1443.png
1444,maska-1sch-face-shield-killa,1SCh FS,2,1,Images/Items/item_1444.png,Images/ItemMasks/itemmask_1444.png,Images/GridItems/griditem_1444.png
1445,maska-1sch-bulletproof-helmet-killa,Maska-1SCh (Killa),2,2,Images/Items/item_1445.png,Images/ItemMasks/itemmask_1445.png,Images/GridItems/griditem_1445.png
1446,tt-33-762x25-tt-pistol-brunner,TT Brunner,2,1,Images/Items/item_1446.png,Images/ItemMasks/itemmask_1446.png,Images/GridItems/griditem_1446.png
1447,blackhawk-commando-chest-harness-black,Commando,4,3,Images/Items/item_1447.png,Images/ItemMasks/itemmask_1447.png,Images/GridItems/griditem_1447.png
1448,aquamari-water-bottle-with-filter,Aquamari,1,2,Images/Items/item_1448.png,Images/ItemMasks/itemmask_1448.png,Images/GridItems/griditem_1448.png
1449,ar-15-adar-2-15-buffer-tube,ADAR,2,1,Images/Items/item_1449.png,Images/ItemMasks/itemmask_1449.png,Images/GridItems/griditem_1449.png
1450,ar-15-adar-2-15-charging-handle,ADAR,1,1,Images/Items/item_1450.png,Images/ItemMasks/itemmask_1450.png,Images/GridItems/griditem_1450.png
1451,ar-15-adar-2-15-556x45-flash-hider,ADAR,1,1,Images/Items/item_1451.png,Images/ItemMasks/itemmask_1451.png,Images/GridItems/griditem_1451.png
1452,adrenaline-injector,Adrenaline,1,1,Images/Items/item_1452.png,Images/ItemMasks/itemmask_1452.png,Images/GridItems/griditem_1452.png
1453,adar-2-15-556x45-carbine-default,ADAR 2-15 Default,5,2,Images/Items/item_1453.png,Images/ItemMasks/itemmask_1453.png,Images/GridItems/griditem_1453.png
1454,wilcox-interface-for-pvs-7,W-PVS7,1,1,Images/Items/item_1454.png,Images/ItemMasks/itemmask_1454.png,Images/GridItems/griditem_1454.png
1455,t-7-thermal-goggles-with-a-night-vision-mount,T-7,2,1,Images/Items/item_1455.png,Images/ItemMasks/itemmask_1455.png,Images/GridItems/griditem_1455.png
1456,556x45mm-warmageddon-ammo-pack-20-pcs,Warmage,1,1,Images/Items/item_1456.png,Images/ItemMasks/itemmask_1456.png,Images/GridItems/griditem_1456.png
1457,9x19mm-rip-ammo-pack-20-pcs,RIP,1,1,Images/Items/item_1457.png,Images/ItemMasks/itemmask_1457.png,Images/GridItems/griditem_1457.png
1458,1270-rip-ammo-pack-5-pcs,RIP,1,1,Images/Items/item_1458.png,Images/ItemMasks/itemmask_1458.png,Images/GridItems/griditem_1458.png
1459,springfield-armory-m1a-762x51-rifle-2k18-ny,M1A 2k18 NY,6,2,Images/Items/item_1459.png,Images/ItemMasks/itemmask_1459.png,Images/GridItems/griditem_1459.png
1460,9x39mm-bp-gs-ammo-pack-8-pcs,BP,1,1,Images/Items/item_1460.png,Images/ItemMasks/itemmask_1460.png,Images/GridItems/griditem_1460.png
1461,intelligence-folder,Intelligence,2,1,Images/Items/item_1461.png,Images/ItemMasks/itemmask_1461.png,Images/GridItems/griditem_1461.png
1462,9x39mm-spp-gs-ammo-pack-8-pcs,SPP,1,1,Images/Items/item_1462.png,Images/ItemMasks/itemmask_1462.png,Images/GridItems/griditem_1462.png
1463,tetriz-portable-game-console,Tetriz,1,2,Images/Items/item_1463.png,Images/ItemMasks/itemmask_1463.png,Images/GridItems/griditem_1463.png
1464,545x39mm-ppbs-gs-igolnik-ammo-pack-30-pcs,PPBS,1,1,Images/Items/item_1464.png,Images/ItemMasks/itemmask_1464.png,Images/GridItems/griditem_1464.png
1465,broken-gphone-x-smartphone,GPX,1,1,Images/Items/item_1465.png,Images/ItemMasks/itemmask_1465.png,Images/GridItems/griditem_1465.png
1466,chain-with-prokill-medallion,Prokill,1,1,Images/Items/item_1466.png,Images/ItemMasks/itemmask_1466.png,Images/GridItems/griditem_1466.png
1467,paracord,Paracord,2,1,Images/Items/item_1467.png,Images/ItemMasks/itemmask_1467.png,Images/GridItems/griditem_1467.png
1468,magazine-case,Magazines,3,2,Images/Items/item_1468.png,Images/ItemMasks/itemmask_1468.png,Images/GridItems/griditem_1468.png
1469,soap,Soap,1,1,Images/Items/item_1469.png,Images/ItemMasks/itemmask_1469.png,Images/GridItems/griditem_1469.png
1470,toilet-paper,TP,1,1,Images/Items/item_1470.png,Images/ItemMasks/itemmask_1470.png,Images/GridItems/griditem_1470.png
1471,peltor-tactical-sport-headset,Tactical Sport,2,2,Images/Items/item_1471.png,Images/ItemMasks/itemmask_1471.png,Images/GridItems/griditem_1471.png
1472,ak-vltor-cmrd-keymod-handguard,CMRD,2,1,Images/Items/item_1472.png,Images/ItemMasks/itemmask_1472.png,Images/GridItems/griditem_1472.png
1473,kac-folding-rear-sight,KAC RS,1,1,Images/Items/item_1473.png,Images/ItemMasks/itemmask_1473.png,Images/GridItems/griditem_1473.png
1474,kac-folding-front-sight,KAC FS,1,1,Images/Items/item_1474.png,Images/ItemMasks/itemmask_1474.png,Images/GridItems/griditem_1474.png
1475,crye-precision-airframe-chops,AF Chops,2,2,Images/Items/item_1475.png,Images/ItemMasks/itemmask_1475.png,Images/GridItems/griditem_1475.png
1476,crye-precision-airframe-ears,AF Ears,2,2,Images/Items/item_1476.png,Images/ItemMasks/itemmask_1476.png,Images/GridItems/griditem_1476.png
1477,crye-precision-airframe-helmet-tan,AirFrame,2,2,Images/Items/item_1477.png,Images/ItemMasks/itemmask_1477.png,Images/GridItems/griditem_1477.png
1478,magpul-mbus-gen2-flip-up-front-sight-fde,MBUS FS,1,1,Images/Items/item_1478.png,Images/ItemMasks/itemmask_1478.png,Images/GridItems/griditem_1478.png
1479,magpul-mbus-gen2-flip-up-rear-sight-fde,MBUS RS,1,1,Images/Items/item_1479.png,Images/ItemMasks/itemmask_1479.png,Images/GridItems/griditem_1479.png
1480,oakley-si-m-frame-safety-glasses,M Frame,2,1,Images/Items/item_1480.png,Images/ItemMasks/itemmask_1480.png,Images/GridItems/griditem_1480.png
1481,fake-white-beard,Beard,1,2,Images/Items/item_1481.png,Images/ItemMasks/itemmask_1481.png,Images/GridItems/griditem_1481.png
1482,zenit-rk-0-tactical-foregrip,RK-0,1,1,Images/Items/item_1482.png,Images/ItemMasks/itemmask_1482.png,Images/GridItems/griditem_1482.png
1483,zenit-rk-1-tactical-foregrip,RK-1,1,1,Images/Items/item_1483.png,Images/ItemMasks/itemmask_1483.png,Images/GridItems/griditem_1483.png
1484,zenit-rk-2-tactical-foregrip,RK-2,1,1,Images/Items/item_1484.png,Images/ItemMasks/itemmask_1484.png,Images/GridItems/griditem_1484.png
1485,zenit-rk-4-tactical-foregrip,RK-4,1,1,Images/Items/item_1485.png,Images/ItemMasks/itemmask_1485.png,Images/GridItems/griditem_1485.png
1486,zenit-rk-5-tactical-foregrip,RK-5,1,1,Images/Items/item_1486.png,Images/ItemMasks/itemmask_1486.png,Images/GridItems/griditem_1486.png
1487,zenit-rk-6-tactical-foregrip,RK-6,1,1,Images/Items/item_1487.png,Images/ItemMasks/itemmask_1487.png,Images/GridItems/griditem_1487.png
1488,zenit-rk-1-tactical-foregrip-on-b-25u-mount,B-25U RK-1,1,1,Images/Items/item_1488.png,Images/ItemMasks/itemmask_1488.png,Images/GridItems/griditem_1488.png
1489,primary-arms-compact-mount-sight-adapter,Compact,1,1,Images/Items/item_1489.png,Images/ItemMasks/itemmask_1489.png,Images/GridItems/griditem_1489.png
1490,primary-arms-compact-prism-scope-25x,Prism 2.5x,2,1,Images/Items/item_1490.png,Images/ItemMasks/itemmask_1490.png,Images/GridItems/griditem_1490.png
1491,terragroup-labs-keycard-blue,Blue,1,1,Images/Items/item_1491.png,Images/ItemMasks/itemmask_1491.png,Images/GridItems/griditem_1491.png
1492,terragroup-labs-keycard-yellow,Yellow,1,1,Images/Items/item_1492.png,Images/ItemMasks/itemmask_1492.png,Images/GridItems/griditem_1492.png
1493,terragroup-labs-keycard-green,Green,1,1,Images/Items/item_1493.png,Images/ItemMasks/itemmask_1493.png,Images/GridItems/griditem_1493.png
1494,terragroup-labs-keycard-red,Red,1,1,Images/Items/item_1494.png,Images/ItemMasks/itemmask_1494.png,Images/GridItems/griditem_1494.png
1495,terragroup-labs-keycard-black,Black,1,1,Images/Items/item_1495.png,Images/ItemMasks/itemmask_1495.png,Images/GridItems/griditem_1495.png
1496,terragroup-labs-managers-office-room-key,TGL MO,1,1,Images/Items/item_1496.png,Images/ItemMasks/itemmask_1496.png,Images/GridItems/griditem_1496.png
1497,terragroup-labs-weapon-testing-area-key,TGL WT,1,1,Images/Items/item_1497.png,Images/ItemMasks/itemmask_1497.png,Images/GridItems/griditem_1497.png
1498,terragroup-labs-keycard-violet,Violet,1,1,Images/Items/item_1498.png,Images/ItemMasks/itemmask_1498.png,Images/GridItems/griditem_1498.png
1499,terragroup-labs-arsenal-storage-room-key,TGL ASR,1,1,Images/Items/item_1499.png,Images/ItemMasks/itemmask_1499.png,Images/GridItems/griditem_1499.png
1500,9x19mm-green-tracer,GT,1,1,Images/Items/item_1500.png,Images/ItemMasks/itemmask_1500.png,Images/GridItems/griditem_1500.png
1501,svds-762x54r-sniper-rifle,SVDS,2,1,Images/Items/item_1501.png,Images/ItemMasks/itemmask_1501.png,Images/GridItems/griditem_1501.png
1502,svds-polymer-stock,SVDS,2,1,Images/Items/item_1502.png,Images/ItemMasks/itemmask_1502.png,Images/GridItems/griditem_1502.png
1503,svds-rear-sight,SVDS RS,1,1,Images/Items/item_1503.png,Images/ItemMasks/itemmask_1503.png,Images/GridItems/griditem_1503.png
1504,svds-front-sight,SVDS FS,1,1,Images/Items/item_1504.png,Images/ItemMasks/itemmask_1504.png,Images/GridItems/griditem_1504.png
1505,svds-dust-cover,SVDS,2,1,Images/Items/item_1505.png,Images/ItemMasks/itemmask_1505.png,Images/GridItems/griditem_1505.png
1506,svds-pistol-grip,SVDS,1,1,Images/Items/item_1506.png,Images/ItemMasks/itemmask_1506.png,Images/GridItems/griditem_1506.png
1507,svds-762x54r-muzzle-brake-compensator,SVDS,1,1,Images/Items/item_1507.png,Images/ItemMasks/itemmask_1507.png,Images/GridItems/griditem_1507.png
1508,svds-upper-band,SVDS UB,1,1,Images/Items/item_1508.png,Images/ItemMasks/itemmask_1508.png,Images/GridItems/griditem_1508.png
1509,svd-762x54r-10-round-magazine,SVD,1,1,Images/Items/item_1509.png,Images/ItemMasks/itemmask_1509.png,Images/GridItems/griditem_1509.png
1510,svds-polymer-handguard,SVDS,1,1,Images/Items/item_1510.png,Images/ItemMasks/itemmask_1510.png,Images/GridItems/griditem_1510.png
1511,svds-gas-tube,SVDS gas,1,1,Images/Items/item_1511.png,Images/ItemMasks/itemmask_1511.png,Images/GridItems/griditem_1511.png
1512,svds-762x54r-22-inch-barrel,"SVDS 22""",4,1,Images/Items/item_1512.png,Images/ItemMasks/itemmask_1512.png,Images/GridItems/griditem_1512.png
1513,desert-tech-mdr-556x45-assault-rifle,MDR,2,1,Images/Items/item_1513.png,Images/ItemMasks/itemmask_1513.png,Images/GridItems/griditem_1513.png
1514,mdr-handguard-fde,MDR,2,1,Images/Items/item_1514.png,Images/ItemMasks/itemmask_1514.png,Images/GridItems/griditem_1514.png
1515,mdr-556x45-16-inch-barrel,"MDR 556 16""",3,1,Images/Items/item_1515.png,Images/ItemMasks/itemmask_1515.png,Images/GridItems/griditem_1515.png
1516,desert-tech-556x45-flash-hider,MDR 556,1,1,Images/Items/item_1516.png,Images/ItemMasks/itemmask_1516.png,Images/GridItems/griditem_1516.png
1517,mdr-pistol-grip-fde,MDR,1,1,Images/Items/item_1517.png,Images/ItemMasks/itemmask_1517.png,Images/GridItems/griditem_1517.png
1518,sv-98-srvv-mk20-762x54r-muzzle-brake-compensator,SRVV SV98,1,1,Images/Items/item_1518.png,Images/ItemMasks/itemmask_1518.png,Images/GridItems/griditem_1518.png
1519,sv-98-762x54r-thread-adapter,SV98 thr.,1,1,Images/Items/item_1519.png,Images/ItemMasks/itemmask_1519.png,Images/GridItems/griditem_1519.png
1520,sv-98-762x54r-sound-suppressor,SV98 supp.,2,1,Images/Items/item_1520.png,Images/ItemMasks/itemmask_1520.png,Images/GridItems/griditem_1520.png
1521,sv-98-sound-suppressor-heat-shield,SV98 HS,1,1,Images/Items/item_1521.png,Images/ItemMasks/itemmask_1521.png,Images/GridItems/griditem_1521.png
1522,molot-vpo-101-vepr-hunter-762x51-carbine,"VPO-101 ""Vepr-Hunter""",4,1,Images/Items/item_1522.png,Images/ItemMasks/itemmask_1522.png,Images/GridItems/griditem_1522.png
1523,vpo-101-vepr-hunter-gas-tube,101 gas,1,1,Images/Items/item_1523.png,Images/ItemMasks/itemmask_1523.png,Images/GridItems/griditem_1523.png
1524,vpo-101-vepr-hunter-762x51-5-round-magazine,VPO101,1,1,Images/Items/item_1524.png,Images/ItemMasks/itemmask_1524.png,Images/GridItems/griditem_1524.png
1525,vpo-101-vepr-hunter-762x51-10-round-magazine,VPO101,1,1,Images/Items/item_1525.png,Images/ItemMasks/itemmask_1525.png,Images/GridItems/griditem_1525.png
1526,vpo-101-vepr-hunter-stock,VPO101,4,1,Images/Items/item_1526.png,Images/ItemMasks/itemmask_1526.png,Images/GridItems/griditem_1526.png
1527,vpo-101-vepr-hunter-rear-sight,101 RS,1,1,Images/Items/item_1527.png,Images/ItemMasks/itemmask_1527.png,Images/GridItems/griditem_1527.png
1528,vpo-101-vepr-hunter-dust-cover,VPO101,2,1,Images/Items/item_1528.png,Images/ItemMasks/itemmask_1528.png,Images/GridItems/griditem_1528.png
1529,zenit-perst-3-tactical-device,Perst-3,1,1,Images/Items/item_1529.png,Images/ItemMasks/itemmask_1529.png,Images/GridItems/griditem_1529.png
1530,mpx-lancer-oem-14-inch-m-lok-handguard,"MPX OEM 14""",2,1,Images/Items/item_1530.png,Images/ItemMasks/itemmask_1530.png,Images/GridItems/griditem_1530.png
1531,sks-762x39-promag-aalvx-35-round-magazine,SKS AALVX,1,2,Images/Items/item_1531.png,Images/ItemMasks/itemmask_1531.png,Images/GridItems/griditem_1531.png
1532,mpx-9x19-45-inch-barrel,"MPX 4.5""",1,1,Images/Items/item_1532.png,Images/ItemMasks/itemmask_1532.png,Images/GridItems/griditem_1532.png
1533,mpx-9x19-65-inch-barrel,"MPX 6.5""",2,1,Images/Items/item_1533.png,Images/ItemMasks/itemmask_1533.png,Images/GridItems/griditem_1533.png
1534,mpx-9x19-105-inch-barrel,"MPX 10.5""",3,1,Images/Items/item_1534.png,Images/ItemMasks/itemmask_1534.png,Images/GridItems/griditem_1534.png
1535,mpx-9x19-14-inch-barrel,"MPX 14""",3,1,Images/Items/item_1535.png,Images/ItemMasks/itemmask_1535.png,Images/GridItems/griditem_1535.png
1536,mpx-midwest-industries-45-inch-m-lok-handguard,"MPX Midwest 4.5""",1,1,Images/Items/item_1536.png,Images/ItemMasks/itemmask_1536.png,Images/GridItems/griditem_1536.png
1537,mpx-midwest-industries-65-inch-m-lok-handguard,"MPX Midwest 6.5""",2,1,Images/Items/item_1537.png,Images/ItemMasks/itemmask_1537.png,Images/GridItems/griditem_1537.png
1538,mpx-midwest-industries-105-inch-m-lok-handguard,"MPX Midwest 10.5""",2,1,Images/Items/item_1538.png,Images/ItemMasks/itemmask_1538.png,Images/GridItems/griditem_1538.png
1539,mpx-midwest-industries-14-inch-m-lok-handguard,"MPX Midwest 14""",2,1,Images/Items/item_1539.png,Images/ItemMasks/itemmask_1539.png,Images/GridItems/griditem_1539.png
1540,mpx-9x19-20-round-magazine,MPX,1,1,Images/Items/item_1540.png,Images/ItemMasks/itemmask_1540.png,Images/GridItems/griditem_1540.png
1541,mpx-9x19-tti-base-pad-11-41-round-magazine,MPX TTI,1,2,Images/Items/item_1541.png,Images/ItemMasks/itemmask_1541.png,Images/GridItems/griditem_1541.png
1542,mpx-9x19-f5-mfg-50-round-drum-magazine,MPX Drum,1,2,Images/Items/item_1542.png,Images/ItemMasks/itemmask_1542.png,Images/GridItems/griditem_1542.png
